country,region,development,energy,energy_type,group,energy_group,etf,etf_proxy,marketScore,market_score,policyScore,policy_score,macroScore,macro_score,totalScore,total_score,riskLabel,risk_label,alpha,beta,annualized_volatility,gdp,gdp_growth,inflation,debt,debt_to_gdp,fx,fx_volatility,policy_stability,keywords,policy_keywords,news_article_count,macro_source,market_source,policy_source,llm_source,marketWeight,policyWeight,macroWeight,countrySpecificRiskScore,mainRiskDriver,riskDifference,expected_annual_return,estimated_sigma,probPositive,prob5,prob8,prob10,downsideProbability,growth_coefficient,stability_coefficient,risk_coefficient,volatility_coefficient,probability_model_source,llm_interpretation,llm_status,ai,ai_interpretation
Vietnam,Asia,Emerging,Offshore Wind,Offshore Wind,Renewable,Renewable,FAN,FAN,60.06,60.06,41.04,41.04,9.73,9.73,39.25,39.25,Medium,Medium,0.01443,0.578,0.1736,7.0912,7.0912,3.6211,37,37,0.9549,0.9549,50.1135,no matched keyword,no matched keyword,0,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.2249,0.5101,0.265,37.02,Policy Risk,-2.23,21.28,0.2905,76.8,71.2,67.6,65.1,23.2,0.6593,0.167,0.0537,0.1768,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Vietnam,Asia,Emerging,Hydropower,Hydropower,Renewable,Renewable,ICLN,ICLN,71.66,71.66,38.96,38.96,9.73,9.73,43.27,43.27,Medium,Medium,0.00999,0.788,0.2065,7.0912,7.0912,3.6211,37,37,0.9549,0.9549,50.1135,no matched keyword,no matched keyword,0,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.2372,0.4994,0.2633,39.02,Policy Risk,-4.25,15.29,0.3349,67.6,62.1,58.6,56.3,32.4,0.6593,0.167,0.0581,0.2097,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Vietnam,Asia,Emerging,Geothermal,Geothermal,Renewable,Renewable,ICLN,ICLN,71.22,71.22,37.76,37.76,9.73,9.73,42.73,42.73,Medium,Medium,0.00999,0.788,0.2065,7.0912,7.0912,3.6211,37,37,0.9549,0.9549,50.1135,no matched keyword,no matched keyword,0,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.2383,0.4973,0.2645,38.32,Policy Risk,-4.41,15.5,0.3334,67.9,62.4,58.9,56.5,32.1,0.6593,0.167,0.0575,0.2097,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Vietnam,Asia,Emerging,Biomass,Biomass,Renewable,Renewable,ICLN,ICLN,75.18,75.18,38.68,38.68,9.73,9.73,44.59,44.59,Medium,Medium,0.00999,0.788,0.2065,7.0912,7.0912,3.6211,37,37,0.9549,0.9549,50.1135,no matched keyword,no matched keyword,0,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.2375,0.4989,0.2636,39.72,Policy Risk,-4.87,14.9,0.3387,67.0,61.5,58.1,55.7,33.0,0.6593,0.167,0.0596,0.2097,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Vietnam,Asia,Emerging,Nuclear,Nuclear,Low Carbon,Low Carbon,URA,URA,100.0,100.0,43.88,43.88,9.73,9.73,56.08,56.08,Medium-High,Medium-High,0.00559,2.335,0.4534,7.0912,7.0912,3.6211,37,37,0.9549,0.9549,50.1135,no matched keyword,no matched keyword,0,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.3312,0.4431,0.2257,54.76,Market Risk,-1.32,8.17,0.6184,55.3,52.0,50.1,48.8,44.7,0.6593,0.167,0.0724,0.4566,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Vietnam,Asia,Emerging,Natural Gas,Natural Gas,Fossil,Fossil,XLE,XLE,67.25,67.25,40.0,40.0,9.73,9.73,41.82,41.82,Medium,Medium,0.01085,-0.035,0.2125,7.0912,7.0912,3.6211,37,37,0.9549,0.9549,50.1135,no matched keyword,no matched keyword,0,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.2045,0.5222,0.2733,37.3,Policy Risk,-4.52,15.47,0.3368,67.7,62.2,58.8,56.5,32.3,0.6593,0.167,0.0565,0.2157,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Vietnam,Asia,Emerging,LNG,LNG,Fossil,Fossil,XLE,XLE,68.57,68.57,40.92,40.92,9.73,9.73,42.62,42.62,Medium,Medium,0.01085,-0.035,0.2125,7.0912,7.0912,3.6211,37,37,0.9549,0.9549,50.1135,no matched keyword,no matched keyword,0,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.2038,0.5238,0.2724,38.06,Policy Risk,-4.56,15.44,0.339,67.6,62.1,58.7,56.4,32.4,0.6593,0.167,0.0574,0.2157,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Vietnam,Asia,Emerging,Oil,Oil,Fossil,Fossil,XLE,XLE,70.11,70.11,40.76,40.76,9.73,9.73,43.19,43.19,Medium,Medium,0.01085,-0.035,0.2125,7.0912,7.0912,3.6211,37,37,0.9549,0.9549,50.1135,no matched keyword,no matched keyword,0,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.2039,0.5236,0.2725,38.29,Policy Risk,-4.9,14.98,0.3407,67.0,61.5,58.1,55.8,33.0,0.6593,0.167,0.058,0.2157,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Vietnam,Asia,Emerging,Coal,Coal,Fossil,Fossil,XLE,XLE,69.01,69.01,47.8,47.8,9.73,9.73,44.86,44.86,Medium,Medium,0.01085,-0.035,0.2125,7.0912,7.0912,3.6211,37,37,0.9549,0.9549,50.1135,no matched keyword,no matched keyword,0,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.1987,0.5357,0.2656,41.9,Policy Risk,-2.96,14.4,0.3454,66.2,60.7,57.3,55.1,33.8,0.6593,0.167,0.0599,0.2157,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Vietnam,Asia,Emerging,Green Hydrogen,Green Hydrogen,Low Carbon,Low Carbon,ICLN,ICLN,73.86,73.86,42.72,42.72,9.73,9.73,45.28,45.28,Medium,Medium,0.00999,0.788,0.2065,7.0912,7.0912,3.6211,37,37,0.9549,0.9549,50.1135,no matched keyword,no matched keyword,0,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.2341,0.5061,0.2598,41.44,Policy Risk,-3.84,15.25,0.3406,67.3,61.8,58.4,56.1,32.7,0.6593,0.167,0.0604,0.2097,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Vietnam,Asia,Emerging,Battery Storage,Battery Storage,Grid Tech,Grid Tech,LIT,LIT,87.3,87.3,39.52,39.52,9.73,9.73,49.7,49.7,Medium,Medium,0.02258,1.183,0.2638,7.0912,7.0912,3.6211,37,37,0.9549,0.9549,50.1135,no matched keyword,no matched keyword,0,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.2604,0.4849,0.2547,44.37,Market Risk,-5.33,29.72,0.4106,76.5,72.6,70.2,68.4,23.5,0.6593,0.167,0.0653,0.267,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Vietnam,Asia,Emerging,Transmission Grid,Transmission Grid,Grid Tech,Grid Tech,ICLN,ICLN,73.2,73.2,40.72,40.72,9.73,9.73,44.41,44.41,Medium,Medium,0.00999,0.788,0.2065,7.0912,7.0912,3.6211,37,37,0.9549,0.9549,50.1135,no matched keyword,no matched keyword,0,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.2357,0.5026,0.2617,40.27,Policy Risk,-4.14,15.07,0.3382,67.2,61.7,58.3,56.0,32.8,0.6593,0.167,0.0594,0.2097,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Vietnam,Asia,Emerging,Carbon Capture,Carbon Capture,Transition,Transition,ICLN,ICLN,78.26,78.26,44.12,44.12,9.73,9.73,47.46,47.46,Medium,Medium,0.00999,0.788,0.2065,7.0912,7.0912,3.6211,37,37,0.9549,0.9549,50.1135,no matched keyword,no matched keyword,0,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.2329,0.5086,0.2585,43.18,Policy Risk,-4.28,14.45,0.3469,66.2,60.7,57.4,55.1,33.8,0.6593,0.167,0.0628,0.2097,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Vietnam,Asia,Emerging,Energy Efficiency,Energy Efficiency,Demand Tech,Demand Tech,ICLN,ICLN,71.66,71.66,35.76,35.76,9.73,9.73,42.31,42.31,Medium,Medium,0.00999,0.788,0.2065,7.0912,7.0912,3.6211,37,37,0.9549,0.9549,50.1135,no matched keyword,no matched keyword,0,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.24,0.4936,0.2664,37.44,Policy Risk,-4.87,15.49,0.3322,68.0,62.4,58.9,56.6,32.0,0.6593,0.167,0.0571,0.2097,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Thailand,Asia,Emerging,Solar PV,Solar PV,Renewable,Renewable,TAN,TAN,81.14,81.14,39.88,39.88,46.2,46.2,58.28,58.28,Medium-High,Medium-High,0.00722,0.89,0.2335,2.5418,2.5418,1.3658,62.1984,62.1984,4.0503,4.0503,36.3334,no matched keyword,no matched keyword,0,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.2052,0.4633,0.3315,50.44,Policy Risk,-7.84,5.97,0.4203,55.6,50.9,48.1,46.2,44.4,0.46,0.1211,0.0837,0.247,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Thailand,Asia,Emerging,Onshore Wind,Onshore Wind,Renewable,Renewable,FAN,FAN,58.96,58.96,39.32,39.32,46.2,46.2,49.24,49.24,Medium,Medium,0.01443,0.578,0.1736,2.5418,2.5418,1.3658,62.1984,62.1984,4.0503,4.0503,36.3334,no matched keyword,no matched keyword,0,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.1912,0.4707,0.3381,45.4,Policy Risk,-3.84,15.82,0.3345,68.2,62.7,59.2,56.9,31.8,0.46,0.1211,0.0736,0.1871,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Thailand,Asia,Emerging,Offshore Wind,Offshore Wind,Renewable,Renewable,FAN,FAN,60.06,60.06,41.04,41.04,46.2,46.2,50.2,50.2,Medium,Medium,0.01443,0.578,0.1736,2.5418,2.5418,1.3658,62.1984,62.1984,4.0503,4.0503,36.3334,no matched keyword,no matched keyword,0,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.1902,0.4735,0.3363,46.39,Policy Risk,-3.81,15.72,0.3373,67.9,62.5,59.1,56.7,32.1,0.46,0.1211,0.0747,0.1871,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Thailand,Asia,Emerging,Hydropower,Hydropower,Renewable,Renewable,ICLN,ICLN,71.66,71.66,38.96,38.96,46.2,46.2,54.21,54.21,Medium,Medium,0.00999,0.788,0.2065,2.5418,2.5418,1.3658,62.1984,62.1984,4.0503,4.0503,36.3334,no matched keyword,no matched keyword,0,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.2008,0.4647,0.3345,47.95,Policy Risk,-6.26,9.6,0.3816,59.9,54.8,51.7,49.6,40.1,0.46,0.1211,0.0792,0.22,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Thailand,Asia,Emerging,Geothermal,Geothermal,Renewable,Renewable,ICLN,ICLN,71.22,71.22,37.76,37.76,46.2,46.2,53.68,53.68,Medium,Medium,0.00999,0.788,0.2065,2.5418,2.5418,1.3658,62.1984,62.1984,4.0503,4.0503,36.3334,no matched keyword,no matched keyword,0,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.2015,0.4627,0.3358,47.34,Policy Risk,-6.34,9.82,0.3801,60.2,55.0,51.9,49.8,39.8,0.46,0.1211,0.0786,0.22,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Thailand,Asia,Emerging,Biomass,Biomass,Renewable,Renewable,ICLN,ICLN,75.18,75.18,38.68,38.68,46.2,46.2,55.54,55.54,Medium-High,Medium-High,0.00999,0.788,0.2065,2.5418,2.5418,1.3658,62.1984,62.1984,4.0503,4.0503,36.3334,no matched keyword,no matched keyword,0,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.201,0.4642,0.3348,48.53,Policy Risk,-7.01,9.16,0.3854,59.4,54.3,51.2,49.1,40.6,0.46,0.1211,0.0806,0.22,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Thailand,Asia,Emerging,Nuclear,Nuclear,Low Carbon,Low Carbon,URA,URA,100.0,100.0,43.88,43.88,46.2,46.2,67.02,67.02,Medium-High,Medium-High,0.00559,2.335,0.4534,2.5418,2.5418,1.3658,62.1984,62.1984,4.0503,4.0503,36.3334,no matched keyword,no matched keyword,0,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.2866,0.4203,0.2931,60.64,Market Risk,-6.38,2.05,0.6651,51.2,48.2,46.4,45.2,48.8,0.46,0.1211,0.0934,0.4669,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Thailand,Asia,Emerging,Natural Gas,Natural Gas,Fossil,Fossil,XLE,XLE,67.25,67.25,40.0,40.0,46.2,46.2,52.76,52.76,Medium,Medium,0.01085,-0.035,0.2125,2.5418,2.5418,1.3658,62.1984,62.1984,4.0503,4.0503,36.3334,no matched keyword,no matched keyword,0,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.1721,0.4827,0.3452,46.83,Policy Risk,-5.93,9.83,0.3835,60.1,55.0,51.9,49.8,39.9,0.46,0.1211,0.0775,0.226,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Thailand,Asia,Emerging,LNG,LNG,Fossil,Fossil,XLE,XLE,68.57,68.57,40.92,40.92,46.2,46.2,53.56,53.56,Medium,Medium,0.01085,-0.035,0.2125,2.5418,2.5418,1.3658,62.1984,62.1984,4.0503,4.0503,36.3334,no matched keyword,no matched keyword,0,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.1716,0.4842,0.3442,47.48,Policy Risk,-6.08,9.77,0.3858,60.0,54.9,51.8,49.8,40.0,0.46,0.1211,0.0784,0.226,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Thailand,Asia,Emerging,Oil,Oil,Fossil,Fossil,XLE,XLE,70.11,70.11,40.76,40.76,46.2,46.2,54.13,54.13,Medium,Medium,0.01085,-0.035,0.2125,2.5418,2.5418,1.3658,62.1984,62.1984,4.0503,4.0503,36.3334,no matched keyword,no matched keyword,0,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.1717,0.484,0.3444,47.68,Policy Risk,-6.45,9.29,0.3874,59.5,54.4,51.3,49.3,40.5,0.46,0.1211,0.0791,0.226,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Thailand,Asia,Emerging,Coal,Coal,Fossil,Fossil,XLE,XLE,69.01,69.01,47.8,47.8,46.2,46.2,55.8,55.8,Medium-High,Medium-High,0.01085,-0.035,0.2125,2.5418,2.5418,1.3658,62.1984,62.1984,4.0503,4.0503,36.3334,no matched keyword,no matched keyword,0,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.168,0.4951,0.3369,50.82,Policy Risk,-4.98,8.66,0.3922,58.7,53.7,50.7,48.6,41.3,0.46,0.1211,0.0809,0.226,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Thailand,Asia,Emerging,Green Hydrogen,Green Hydrogen,Low Carbon,Low Carbon,ICLN,ICLN,73.86,73.86,42.72,42.72,46.2,46.2,56.22,56.22,Medium-High,Medium-High,0.00999,0.788,0.2065,2.5418,2.5418,1.3658,62.1984,62.1984,4.0503,4.0503,36.3334,no matched keyword,no matched keyword,0,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.1985,0.4707,0.3307,50.05,Policy Risk,-6.17,9.49,0.3874,59.7,54.6,51.5,49.5,40.3,0.46,0.1211,0.0814,0.22,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Thailand,Asia,Emerging,Battery Storage,Battery Storage,Grid Tech,Grid Tech,LIT,LIT,87.3,87.3,39.52,39.52,46.2,46.2,60.64,60.64,Medium-High,Medium-High,0.02258,1.183,0.2638,2.5418,2.5418,1.3658,62.1984,62.1984,4.0503,4.0503,36.3334,no matched keyword,no matched keyword,0,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.2215,0.4533,0.3252,52.28,Market Risk,-8.36,23.82,0.4573,69.9,66.0,63.5,61.9,30.1,0.46,0.1211,0.0863,0.2773,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Thailand,Asia,Emerging,Transmission Grid,Transmission Grid,Grid Tech,Grid Tech,ICLN,ICLN,73.2,73.2,40.72,40.72,46.2,46.2,55.36,55.36,Medium-High,Medium-High,0.00999,0.788,0.2065,2.5418,2.5418,1.3658,62.1984,62.1984,4.0503,4.0503,36.3334,no matched keyword,no matched keyword,0,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.1997,0.4675,0.3327,49.03,Policy Risk,-6.33,9.34,0.3849,59.6,54.5,51.4,49.3,40.4,0.46,0.1211,0.0804,0.22,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Thailand,Asia,Emerging,Carbon Capture,Carbon Capture,Transition,Transition,ICLN,ICLN,78.26,78.26,44.12,44.12,46.2,46.2,58.4,58.4,Medium-High,Medium-High,0.00999,0.788,0.2065,2.5418,2.5418,1.3658,62.1984,62.1984,4.0503,4.0503,36.3334,no matched keyword,no matched keyword,0,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.1977,0.473,0.3294,51.56,Policy Risk,-6.84,8.62,0.3936,58.7,53.7,50.6,48.6,41.3,0.46,0.1211,0.0838,0.22,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Thailand,Asia,Emerging,Energy Efficiency,Energy Efficiency,Demand Tech,Demand Tech,ICLN,ICLN,71.66,71.66,35.76,35.76,46.2,46.2,53.25,53.25,Medium,Medium,0.00999,0.788,0.2065,2.5418,2.5418,1.3658,62.1984,62.1984,4.0503,4.0503,36.3334,no matched keyword,no matched keyword,0,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.2028,0.4594,0.3378,46.57,Policy Risk,-6.68,9.83,0.3789,60.2,55.1,51.9,49.8,39.8,0.46,0.1211,0.0781,0.22,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Philippines,Asia,Emerging,Solar PV,Solar PV,Renewable,Renewable,TAN,TAN,81.14,81.14,39.88,39.88,25.89,25.89,52.19,52.19,Medium,Medium,0.00722,0.89,0.2335,5.692,5.692,3.2126,43.4263,43.4263,5.4951,5.4951,34.517,no matched keyword,no matched keyword,0,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.2154,0.492,0.2926,44.67,Policy Risk,-7.52,9.34,0.4101,59.0,54.2,51.3,49.4,41.0,0.5944,0.1151,0.0734,0.2518,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Philippines,Asia,Emerging,Onshore Wind,Onshore Wind,Renewable,Renewable,FAN,FAN,58.96,58.96,39.32,39.32,25.89,25.89,43.15,43.15,Medium,Medium,0.01443,0.578,0.1736,5.692,5.692,3.2126,43.4263,43.4263,5.4951,5.4951,34.517,no matched keyword,no matched keyword,0,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.2009,0.5004,0.2987,39.25,Policy Risk,-3.9,19.04,0.3244,72.1,66.7,63.3,61.0,27.9,0.5944,0.1151,0.0634,0.1919,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Philippines,Asia,Emerging,Offshore Wind,Offshore Wind,Renewable,Renewable,FAN,FAN,60.06,60.06,41.04,41.04,25.89,25.89,44.1,44.1,Medium,Medium,0.01443,0.578,0.1736,5.692,5.692,3.2126,43.4263,43.4263,5.4951,5.4951,34.517,no matched keyword,no matched keyword,0,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.1998,0.5032,0.297,40.34,Policy Risk,-3.76,18.95,0.3271,71.9,66.5,63.1,60.8,28.1,0.5944,0.1151,0.0644,0.1919,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Philippines,Asia,Emerging,Hydropower,Hydropower,Renewable,Renewable,ICLN,ICLN,71.66,71.66,38.96,38.96,25.89,25.89,48.12,48.12,Medium,Medium,0.00999,0.788,0.2065,5.692,5.692,3.2126,43.4263,43.4263,5.4951,5.4951,34.517,no matched keyword,no matched keyword,0,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.2108,0.4938,0.2954,41.99,Policy Risk,-6.13,12.9,0.3715,63.6,58.4,55.2,53.1,36.4,0.5944,0.1151,0.0689,0.2248,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Philippines,Asia,Emerging,Geothermal,Geothermal,Renewable,Renewable,ICLN,ICLN,71.22,71.22,37.76,37.76,25.89,25.89,47.58,47.58,Medium,Medium,0.00999,0.788,0.2065,5.692,5.692,3.2126,43.4263,43.4263,5.4951,5.4951,34.517,no matched keyword,no matched keyword,0,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.2117,0.4918,0.2965,41.32,Policy Risk,-6.26,13.12,0.3699,63.9,58.7,55.5,53.4,36.1,0.5944,0.1151,0.0683,0.2248,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Philippines,Asia,Emerging,Biomass,Biomass,Renewable,Renewable,ICLN,ICLN,75.18,75.18,38.68,38.68,25.89,25.89,49.44,49.44,Medium,Medium,0.00999,0.788,0.2065,5.692,5.692,3.2126,43.4263,43.4263,5.4951,5.4951,34.517,no matched keyword,no matched keyword,0,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.211,0.4933,0.2957,42.6,Policy Risk,-6.84,12.49,0.3752,63.0,57.9,54.8,52.6,37.0,0.5944,0.1151,0.0704,0.2248,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Philippines,Asia,Emerging,Nuclear,Nuclear,Low Carbon,Low Carbon,URA,URA,100.0,100.0,43.88,43.88,25.89,25.89,60.93,60.93,Medium-High,Medium-High,0.00559,2.335,0.4534,5.692,5.692,3.2126,43.4263,43.4263,5.4951,5.4951,34.517,no matched keyword,no matched keyword,0,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.2991,0.4437,0.2572,56.04,Market Risk,-4.89,5.57,0.655,53.4,50.3,48.5,47.3,46.6,0.5944,0.1151,0.0831,0.4717,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Philippines,Asia,Emerging,Natural Gas,Natural Gas,Fossil,Fossil,XLE,XLE,67.25,67.25,40.0,40.0,25.89,25.89,46.67,46.67,Medium,Medium,0.01085,-0.035,0.2125,5.692,5.692,3.2126,43.4263,43.4263,5.4951,5.4951,34.517,no matched keyword,no matched keyword,0,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.181,0.5137,0.3053,40.62,Policy Risk,-6.05,13.11,0.3733,63.7,58.6,55.4,53.3,36.3,0.5944,0.1151,0.0673,0.2308,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
